time,index,mass,x,y,z,vx,vy,vz,fx,fy,fz,ke,pe
77.00506,1,40.21291,-7.918423,-20.60615,1.373651,-0.2127894,-0.5537435,0.03691376,-0.1273776,-0.3314761,0.02209691,7.103084,-74.19163
78.00375,0,39.02491,-156.9957,-408.5513,27.23491,0.2225347,0.5791038,-0.03860432,0.1281161,0.3333977,-0.022225,7.539088,-74.40636
78.00375,1,40.21291,-8.132829,-21.16411,1.410846,-0.2159663,-0.5620111,0.03746489,-0.1281235,-0.333417,0.02222629,7.31677,-74.40852
79.00407,0,39.02491,-156.7714,-407.9678,27.19601,0.2258275,0.5876728,-0.03917556,0.1288796,0.3353845,-0.02235745,7.763852,-74.62774
79.00407,1,40.21291,-8.350424,-21.73036,1.448593,-0.2191621,-0.5703274,0.03801928,-0.1288872,-0.3354043,0.02235877,7.534911,-74.62994
80.01285,0,39.02491,-156.5439,-407.3757,27.15654,0.2291402,0.5962934,-0.03975023,0.1296613,0.3374187,-0.02249306,7.993299,-74.85372
80.01285,1,40.21291,-8.571225,-22.30495,1.486897,-0.2223771,-0.5786937,0.03857701,-0.129669,-0.337439,0.02249441,7.757597,-74.85597
81.00977,0,39.02491,-156.3131,-406.775,27.11649,0.2324732,0.6049668,-0.04032841,0.1304617,0.3395017,-0.02263191,8.227522,-75.0844
81.00977,1,40.21291,-8.79525,-22.88793,1.52576,-0.2256118,-0.5871114,0.03913815,-0.1304697,-0.3395224,0.02263329,7.984921,-75.0867
82.0071,0,39.02491,-156.0789,-406.1656,27.07587,0.2358269,0.6136941,-0.0409102,0.1312813,0.3416346,-0.02277409,8.466617,-75.31989
82.0071,1,40.21291,-9.02252,-23.47936,1.565185,-0.2288666,-0.5955814,0.03970278,-0.1312895,-0.3416558,0.02277551,8.216974,-75.32224
83.00674,0,39.02491,-155.8414,-405.5474,27.03466,0.2392018,0.6224768,-0.04149567,0.1321206,0.3438187,-0.02291969,8.710687,-75.56027
83.00674,1,40.21291,-9.253054,-24.07928,1.605178,-0.232142,-0.6041052,0.04027099,-0.132129,-0.3438405,0.02292114,8.453855,-75.56267
84.00518,0,39.02491,-155.6004,-404.9204,26.99287,0.2425986,0.6313162,-0.04208492,0.1329801,0.3460554,-0.02306879,8.959832,-75.80566
84.00518,1,40.21291,-9.486876,-24.68776,1.64574,-0.2354386,-0.6126839,0.04084286,-0.1329887,-0.3460777,0.02307028,8.695661,-75.8081
85.00386,0,39.02491,-155.3561,-404.2846,26.95048,0.2460176,0.6402135,-0.04267804,0.1338604,0.3483462,-0.0232215,9.21416,-76.05614
85.00386,1,40.21291,-9.724007,-25.30484,1.686876,-0.2387569,-0.6213189,0.04141849,-0.1338692,-0.348369,0.02322302,8.942497,-76.05864
86.00092,0,39.02491,-155.1083,-403.6398,26.90749,0.2494595,0.6491704,-0.04327511,0.134762,0.3506925,-0.0233779,9.473783,-76.31185
